id,size,actions,impact,feasibility,attractiveness,,positive,negative
04,4,Service Done Correctly,3.33412812,5,333.412812,,"13347190 == Brad said Tractor and Equipment was able to complete the repair correctly. <BR/>14417755 == Marie said the service went well, they came and fixed and made the repair very promptly. <BR/>12336496 == Doug shared that they provide a quick response and get the repair is done correctly. <BR/>12336819 == He stated they would have needed to repair the engine correctly the first time. <BR/>15444530 == Andrew said that fixed the equipment and in a timely manner. <BR/>12897315 == Heber said NC Machinery got the work done in a timely manner and done correctly. <BR/>12897773 == Randy stated N C Machinery is confident that the job is done correctly and Ryan Drager is pleasant to work with. <BR/>13324724 == Ken stated that they are timely, they answer their phones, and they do the work properly. <BR/>12335923 == Barry said Tractor  & Equipment did what he asked them to do and found other stuff he did not know about and fixed it. <BR/>13953328 == He stated N C Machinery always do well, anytime they complete work for him - it is good work. <BR/>13482070 == He said he feels the job was done well. <BR/>13481137 == Gary said Tractor & Equipment time of repair was good, and they had a good response time and the repairs were done correctly. <BR/>12527622 == Bill stated they came right out and fixed it for him. <BR/>13325519 == Jeff stated NC Power Systems did what he asked them to do correctly. <BR/>13856186 == Mr. May said he liked how quickly a technician could come out and how quickly the repair was completed by Tractor and Equipment. <BR/>14417793 == He stated they stayed until the equipment was fixed. <BR/>14417814 == He stated the service was completed the right way. <BR/>13207825 == Mike said Tractor and Equipment had the ability to complete the repair correctly. <BR/>14418075 == He stated they got it fixed in a timely manner. <BR/>13583285 == John said Tractor & Equipment's technician Shawn, did an awesome job and got the equipment fixed. <BR/>",14785483 == Cliff said that he had a real problem and they were persistent; they did not give up until the equipment was fixed. <BR/>
06,5,Service Done Correctly,1.12732475,5,112.732475,,"13347190 == Brad said Tractor and Equipment was able to complete the repair correctly. <BR/>14417755 == Marie said the service went well, they came and fixed and made the repair very promptly. <BR/>12336496 == Doug shared that they provide a quick response and get the repair is done correctly. <BR/>12336819 == He stated they would have needed to repair the engine correctly the first time. <BR/>15444530 == Andrew said that fixed the equipment and in a timely manner. <BR/>12897315 == Heber said NC Machinery got the work done in a timely manner and done correctly. <BR/>12897773 == Randy stated N C Machinery is confident that the job is done correctly and Ryan Drager is pleasant to work with. <BR/>13324724 == Ken stated that they are timely, they answer their phones, and they do the work properly. <BR/>12335923 == Barry said Tractor  & Equipment did what he asked them to do and found other stuff he did not know about and fixed it. <BR/>13953328 == He stated N C Machinery always do well, anytime they complete work for him - it is good work. <BR/>13482070 == He said he feels the job was done well. <BR/>13481137 == Gary said Tractor & Equipment time of repair was good, and they had a good response time and the repairs were done correctly. <BR/>12527622 == Bill stated they came right out and fixed it for him. <BR/>13325519 == Jeff stated NC Power Systems did what he asked them to do correctly. <BR/>13856186 == Mr. May said he liked how quickly a technician could come out and how quickly the repair was completed by Tractor and Equipment. <BR/>14417793 == He stated they stayed until the equipment was fixed. <BR/>14417814 == He stated the service was completed the right way. <BR/>13207825 == Mike said Tractor and Equipment had the ability to complete the repair correctly. <BR/>14418075 == He stated they got it fixed in a timely manner. <BR/>13583285 == John said Tractor & Equipment's technician Shawn, did an awesome job and got the equipment fixed. <BR/>",14785483 == Cliff said that he had a real problem and they were persistent; they did not give up until the equipment was fixed. <BR/>
07,6,Service Done Correctly,3.926531716,5,392.6531716,,"13347190 == Brad said Tractor and Equipment was able to complete the repair correctly. <BR/>14417755 == Marie said the service went well, they came and fixed and made the repair very promptly. <BR/>12336496 == Doug shared that they provide a quick response and get the repair is done correctly. <BR/>12336819 == He stated they would have needed to repair the engine correctly the first time. <BR/>15444530 == Andrew said that fixed the equipment and in a timely manner. <BR/>12897315 == Heber said NC Machinery got the work done in a timely manner and done correctly. <BR/>12897773 == Randy stated N C Machinery is confident that the job is done correctly and Ryan Drager is pleasant to work with. <BR/>13324724 == Ken stated that they are timely, they answer their phones, and they do the work properly. <BR/>12335923 == Barry said Tractor  & Equipment did what he asked them to do and found other stuff he did not know about and fixed it. <BR/>13953328 == He stated N C Machinery always do well, anytime they complete work for him - it is good work. <BR/>13482070 == He said he feels the job was done well. <BR/>13481137 == Gary said Tractor & Equipment time of repair was good, and they had a good response time and the repairs were done correctly. <BR/>12527622 == Bill stated they came right out and fixed it for him. <BR/>13325519 == Jeff stated NC Power Systems did what he asked them to do correctly. <BR/>13856186 == Mr. May said he liked how quickly a technician could come out and how quickly the repair was completed by Tractor and Equipment. <BR/>14417793 == He stated they stayed until the equipment was fixed. <BR/>14417814 == He stated the service was completed the right way. <BR/>13207825 == Mike said Tractor and Equipment had the ability to complete the repair correctly. <BR/>14418075 == He stated they got it fixed in a timely manner. <BR/>13583285 == John said Tractor & Equipment's technician Shawn, did an awesome job and got the equipment fixed. <BR/>",14785483 == Cliff said that he had a real problem and they were persistent; they did not give up until the equipment was fixed. <BR/>
08,6,Service Done Correctly,3.870189859,5,387.0189859,,"13347190 == Brad said Tractor and Equipment was able to complete the repair correctly. <BR/>14417755 == Marie said the service went well, they came and fixed and made the repair very promptly. <BR/>12336496 == Doug shared that they provide a quick response and get the repair is done correctly. <BR/>12336819 == He stated they would have needed to repair the engine correctly the first time. <BR/>15444530 == Andrew said that fixed the equipment and in a timely manner. <BR/>12897315 == Heber said NC Machinery got the work done in a timely manner and done correctly. <BR/>12897773 == Randy stated N C Machinery is confident that the job is done correctly and Ryan Drager is pleasant to work with. <BR/>13324724 == Ken stated that they are timely, they answer their phones, and they do the work properly. <BR/>12335923 == Barry said Tractor  & Equipment did what he asked them to do and found other stuff he did not know about and fixed it. <BR/>13953328 == He stated N C Machinery always do well, anytime they complete work for him - it is good work. <BR/>13482070 == He said he feels the job was done well. <BR/>13481137 == Gary said Tractor & Equipment time of repair was good, and they had a good response time and the repairs were done correctly. <BR/>12527622 == Bill stated they came right out and fixed it for him. <BR/>13325519 == Jeff stated NC Power Systems did what he asked them to do correctly. <BR/>13856186 == Mr. May said he liked how quickly a technician could come out and how quickly the repair was completed by Tractor and Equipment. <BR/>14417793 == He stated they stayed until the equipment was fixed. <BR/>14417814 == He stated the service was completed the right way. <BR/>13207825 == Mike said Tractor and Equipment had the ability to complete the repair correctly. <BR/>14418075 == He stated they got it fixed in a timely manner. <BR/>13583285 == John said Tractor & Equipment's technician Shawn, did an awesome job and got the equipment fixed. <BR/>",14785483 == Cliff said that he had a real problem and they were persistent; they did not give up until the equipment was fixed. <BR/>
09,7,Service Done Correctly,5.651853605,5,565.1853605,,"13347190 == Brad said Tractor and Equipment was able to complete the repair correctly. <BR/>14417755 == Marie said the service went well, they came and fixed and made the repair very promptly. <BR/>12336496 == Doug shared that they provide a quick response and get the repair is done correctly. <BR/>12336819 == He stated they would have needed to repair the engine correctly the first time. <BR/>15444530 == Andrew said that fixed the equipment and in a timely manner. <BR/>12897315 == Heber said NC Machinery got the work done in a timely manner and done correctly. <BR/>12897773 == Randy stated N C Machinery is confident that the job is done correctly and Ryan Drager is pleasant to work with. <BR/>13324724 == Ken stated that they are timely, they answer their phones, and they do the work properly. <BR/>12335923 == Barry said Tractor  & Equipment did what he asked them to do and found other stuff he did not know about and fixed it. <BR/>13953328 == He stated N C Machinery always do well, anytime they complete work for him - it is good work. <BR/>13482070 == He said he feels the job was done well. <BR/>13481137 == Gary said Tractor & Equipment time of repair was good, and they had a good response time and the repairs were done correctly. <BR/>12527622 == Bill stated they came right out and fixed it for him. <BR/>13325519 == Jeff stated NC Power Systems did what he asked them to do correctly. <BR/>13856186 == Mr. May said he liked how quickly a technician could come out and how quickly the repair was completed by Tractor and Equipment. <BR/>14417793 == He stated they stayed until the equipment was fixed. <BR/>14417814 == He stated the service was completed the right way. <BR/>13207825 == Mike said Tractor and Equipment had the ability to complete the repair correctly. <BR/>14418075 == He stated they got it fixed in a timely manner. <BR/>13583285 == John said Tractor & Equipment's technician Shawn, did an awesome job and got the equipment fixed. <BR/>",14785483 == Cliff said that he had a real problem and they were persistent; they did not give up until the equipment was fixed. <BR/>
07,6,Number of Technicians,3.926531716,5,392.6531716,,"13481381 == They are always have available technicians, do the job in a fair amount of time and check in and out with the customer. <BR/>",
09,7,Number of Technicians,5.651853605,5,565.1853605,,"13481381 == They are always have available technicians, do the job in a fair amount of time and check in and out with the customer. <BR/>",
00,2,Price Competitiveness,0.572246066,5,57.22460658,,,13856232 == Andy said the pricing is too high. <BR/>12336923 == Mike stated that the prices are too high and there are not any other options for service on the equipment. <BR/>
03,3,Price Competitiveness,0.858369099,5,85.83690987,,,13856232 == Andy said the pricing is too high. <BR/>12336923 == Mike stated that the prices are too high and there are not any other options for service on the equipment. <BR/>
04,4,Price Competitiveness,3.33412812,5,333.412812,,,13856232 == Andy said the pricing is too high. <BR/>12336923 == Mike stated that the prices are too high and there are not any other options for service on the equipment. <BR/>
08,6,Price Competitiveness,3.870189859,5,387.0189859,,,13856232 == Andy said the pricing is too high. <BR/>12336923 == Mike stated that the prices are too high and there are not any other options for service on the equipment. <BR/>
09,7,Price Competitiveness,5.651853605,5,565.1853605,,,13856232 == Andy said the pricing is too high. <BR/>12336923 == Mike stated that the prices are too high and there are not any other options for service on the equipment. <BR/>
02,3,Proactive Communication,1.12732475,5,112.732475,,"12336899 == Randy said they are knowledgeable, have good communication and Mike and Hershel help me out and do a extremely good job. <BR/>15249834 == Tom said N C Machinery communicates well. <BR/>14949962 == Trevor shared that they provided good communication, good explantation and the service was done in a timely manner. <BR/>15249746 == He stated good response and they get the job done. <BR/>14663626 == John shared that they communicated well and were timely. <BR/>12527905 == Walter stated they had a good response and the mechanic was very knowlegeable. <BR/>13481960 == He said NC Machinery always does well and communicates well on service. <BR/>13450730 == Tom said NC Machinery communicated well and did a good job on scheduling the technician to come out. <BR/>",
05,4,Proactive Communication,1.12732475,5,112.732475,,"12336899 == Randy said they are knowledgeable, have good communication and Mike and Hershel help me out and do a extremely good job. <BR/>15249834 == Tom said N C Machinery communicates well. <BR/>14949962 == Trevor shared that they provided good communication, good explantation and the service was done in a timely manner. <BR/>15249746 == He stated good response and they get the job done. <BR/>14663626 == John shared that they communicated well and were timely. <BR/>12527905 == Walter stated they had a good response and the mechanic was very knowlegeable. <BR/>13481960 == He said NC Machinery always does well and communicates well on service. <BR/>13450730 == Tom said NC Machinery communicated well and did a good job on scheduling the technician to come out. <BR/>",
06,5,Proactive Communication,1.12732475,5,112.732475,,"12336899 == Randy said they are knowledgeable, have good communication and Mike and Hershel help me out and do a extremely good job. <BR/>15249834 == Tom said N C Machinery communicates well. <BR/>14949962 == Trevor shared that they provided good communication, good explantation and the service was done in a timely manner. <BR/>15249746 == He stated good response and they get the job done. <BR/>14663626 == John shared that they communicated well and were timely. <BR/>12527905 == Walter stated they had a good response and the mechanic was very knowlegeable. <BR/>13481960 == He said NC Machinery always does well and communicates well on service. <BR/>13450730 == Tom said NC Machinery communicated well and did a good job on scheduling the technician to come out. <BR/>",
07,6,Proactive Communication,3.926531716,5,392.6531716,,"12336899 == Randy said they are knowledgeable, have good communication and Mike and Hershel help me out and do a extremely good job. <BR/>15249834 == Tom said N C Machinery communicates well. <BR/>14949962 == Trevor shared that they provided good communication, good explantation and the service was done in a timely manner. <BR/>15249746 == He stated good response and they get the job done. <BR/>14663626 == John shared that they communicated well and were timely. <BR/>12527905 == Walter stated they had a good response and the mechanic was very knowlegeable. <BR/>13481960 == He said NC Machinery always does well and communicates well on service. <BR/>13450730 == Tom said NC Machinery communicated well and did a good job on scheduling the technician to come out. <BR/>",
08,6,Proactive Communication,3.870189859,5,387.0189859,,"12336899 == Randy said they are knowledgeable, have good communication and Mike and Hershel help me out and do a extremely good job. <BR/>15249834 == Tom said N C Machinery communicates well. <BR/>14949962 == Trevor shared that they provided good communication, good explantation and the service was done in a timely manner. <BR/>15249746 == He stated good response and they get the job done. <BR/>14663626 == John shared that they communicated well and were timely. <BR/>12527905 == Walter stated they had a good response and the mechanic was very knowlegeable. <BR/>13481960 == He said NC Machinery always does well and communicates well on service. <BR/>13450730 == Tom said NC Machinery communicated well and did a good job on scheduling the technician to come out. <BR/>",
09,7,Proactive Communication,5.651853605,5,565.1853605,,"12336899 == Randy said they are knowledgeable, have good communication and Mike and Hershel help me out and do a extremely good job. <BR/>15249834 == Tom said N C Machinery communicates well. <BR/>14949962 == Trevor shared that they provided good communication, good explantation and the service was done in a timely manner. <BR/>15249746 == He stated good response and they get the job done. <BR/>14663626 == John shared that they communicated well and were timely. <BR/>12527905 == Walter stated they had a good response and the mechanic was very knowlegeable. <BR/>13481960 == He said NC Machinery always does well and communicates well on service. <BR/>13450730 == Tom said NC Machinery communicated well and did a good job on scheduling the technician to come out. <BR/>",
02,3,Care and Respect From Staff,1.12732475,5,112.732475,,"14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>13481378 == Randy said NC Power Systems has great sales guys and Sonny, in particular is someone they don't want to lose. <BR/>12425253 == Bob stated they are good guys. <BR/>12898027 == Tom said Tractor and Equipment is a good dealer. <BR/>12425053 == Robin said Tractor ^ Equipment does excellent work, they are a great group of guys and do high quality work. <BR/>",
05,4,Care and Respect From Staff,1.12732475,5,112.732475,,"14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>13481378 == Randy said NC Power Systems has great sales guys and Sonny, in particular is someone they don't want to lose. <BR/>12425253 == Bob stated they are good guys. <BR/>12898027 == Tom said Tractor and Equipment is a good dealer. <BR/>12425053 == Robin said Tractor ^ Equipment does excellent work, they are a great group of guys and do high quality work. <BR/>",
06,5,Care and Respect From Staff,1.12732475,5,112.732475,,"14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>13481378 == Randy said NC Power Systems has great sales guys and Sonny, in particular is someone they don't want to lose. <BR/>12425253 == Bob stated they are good guys. <BR/>12898027 == Tom said Tractor and Equipment is a good dealer. <BR/>12425053 == Robin said Tractor ^ Equipment does excellent work, they are a great group of guys and do high quality work. <BR/>",
07,6,Care and Respect From Staff,3.926531716,5,392.6531716,,"14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>13481378 == Randy said NC Power Systems has great sales guys and Sonny, in particular is someone they don't want to lose. <BR/>12425253 == Bob stated they are good guys. <BR/>12898027 == Tom said Tractor and Equipment is a good dealer. <BR/>12425053 == Robin said Tractor ^ Equipment does excellent work, they are a great group of guys and do high quality work. <BR/>",
08,6,Care and Respect From Staff,3.870189859,5,387.0189859,,"14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>13481378 == Randy said NC Power Systems has great sales guys and Sonny, in particular is someone they don't want to lose. <BR/>12425253 == Bob stated they are good guys. <BR/>12898027 == Tom said Tractor and Equipment is a good dealer. <BR/>12425053 == Robin said Tractor ^ Equipment does excellent work, they are a great group of guys and do high quality work. <BR/>",
09,7,Care and Respect From Staff,5.651853605,5,565.1853605,,"14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>13481378 == Randy said NC Power Systems has great sales guys and Sonny, in particular is someone they don't want to lose. <BR/>12425253 == Bob stated they are good guys. <BR/>12898027 == Tom said Tractor and Equipment is a good dealer. <BR/>12425053 == Robin said Tractor ^ Equipment does excellent work, they are a great group of guys and do high quality work. <BR/>",
01,3,Care and Respect from Technician,1.8836433,5,188.36433,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
02,3,Care and Respect from Technician,1.12732475,5,112.732475,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
03,3,Care and Respect from Technician,0.858369099,5,85.83690987,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
04,4,Care and Respect from Technician,3.33412812,5,333.412812,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
05,4,Care and Respect from Technician,1.12732475,5,112.732475,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
06,5,Care and Respect from Technician,1.12732475,5,112.732475,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
07,6,Care and Respect from Technician,3.926531716,5,392.6531716,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
08,6,Care and Respect from Technician,3.870189859,5,387.0189859,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
09,7, Care and Respect from Technician,5.651853605,5,565.1853605,,"13033025 == Wes said Tractor and Equipment had a good technician that did the work, Taylor Anderson. <BR/>14417729 == Bruce stated they have a good mechanic who is very thorough and he enjoyed having him do the work. <BR/>14006983 == Gary stated everything, good mechanics and good guys to work with. <BR/>12211070 == Ron said Tractor & Equipment's mechanic, Greg, was great. <BR/>12816996 == Bob said Tractor and Equipment sent out a good mechanic. <BR/>13033256 == Jared stated good job, fixed right, technician helpful and did well. <BR/>12816963 == He said Dawson the technician is good,  and the issues have always been taken care of in the field, which save them time. <BR/>",
