fkeyWorkOrderID,strComment
12864749,NULL
13082410,"He stated HOLT CAT service is good, but their prices are high."
12383742,Steve said he likes Whayne Supply but the parts pricing is very high.
13539761,NULL
12183218,NULL
12379352,The representatives have no customer service; they act like you should not be there; Chuck would not recommend them.
12861766,NULL
12445489,He said the pricing is high.
12864037,NULL
12897177,NULL
13455720,"Cruz stated that due to the location not being convenient, he has not been able to use them much to rate them any higher."
13212421,"He stated that Cat and Blunt were together for a while, and the parts and everything are way over priced."
12767675,He stated that he would not recommend them due to the inexperienced Parts Staff and inaccurate Parts orders.
12695806,"Rene said HOLT CAT's lack of parts knowledge particularly on the following CAT engines like the 3512 ,C16, C9 and C4.4."
13580561,NULL
13041866,NULL
13403153,He stated that they wanted to charge him a 35% restocking fee for a parts return.
12374940,Daryl stated he uses someone else for parts based on service.
12620686,NULL
13531271,Cindy stated negative 1 would not give a higher rating.
12278766,He stated there is nobody to recommend them to as nobody around there has  CAT equipment.
12663675,Darcy stated price is his only issue with Kramer; the parts staff and parts availability is good.
13023695,"Jai stated that parts are rarely in stock and if  he can't get parts, other people won't be able to either."
12635243,NULL
12571181,He stated that he isn't really where he would have opportunity to recommend them to anybody.
13440768,NULL
13595021,NULL
13167323,Clayton stated the lack of parts that are available at the Milwaukee location.
12338953,Gary stated that the quality of the customer service from the parts staff could improve.
12653563,"Blan said he gets better service from San Angelo or Waco, but they are too far."
12663829,Mark said there was nothing they could have done differently for him to rate this any higher.
13291998,Darrell stated zero return calls after leaving three voice messages.
13466769,NULL
12854613,Richard stated that the lower rating is due to the price difference between Hawthorn and Johnson Tractor.
12766895,NULL
12766905,NULL
12766909,NULL
12766916,NULL
12766891,Justin did not have any feedback at this time.
12601118,Doug said the parts were shipped from a different store and they forgot to put a part in his order.
12852104,"He stated his tax exemption form was not attached to his account, he had to request it."
12426829,Derrick said he does not come in contact with people that need parts from Empire.
13204170,NULL
12621879,NULL
12829117,NULL
13434570,NULL
13314022,Terry stated timing up parts. He said the parts were not available the next day as promised.
13028274,NULL
13055110,David stated that he often gets the wrong parts and that this has happened at least three times recently.
12781974,He stated every shop need diagnostic computer tools.
13390885,"He stated that they don't keep many parts in stock, and then it takes too long to get parts."
12479238,Andrew said that did not have the parts he needed and they did not know what the part was that he was needing.
12426191,He stated that he rates them low because they don't seem to keep the paperwork straight.
13061768,Al stated that this is because he does not normally recommend anyone to others.
12280109,Elaine said that it takes them too long to respond for pricing.
12138312,NULL
12120737,NULL
12120702,NULL
13540048,NULL
13312657,Chapin said to lower their prices.
13232031,NULL
12504834,He stated it took a long time for the parts person to fine what he needed.
12271143,David said  he can get the parts quicker in the Corpis Christi location than in Victoria.
13450054,NULL
13080580,Jordan stated they could provide better customer service. They were not very approachable.
12767750,He stated that they didn't have all of the things that he needed for the truck.
12860002,NULL
13114399,NULL
13058115,"Dewayne stated he rated this a one, because he sells parts and Walker is competition."
12278435,Tim stated the store is 45 miles away and he doesn't like to have to go back when they fill the order inaccurately.
12764905,NULL
12135089,Denny reiterated that it is their prices.
12899317,Keith stated that this rating is due to the overall counter service.
12626618,Nate stated everything  was good. Nate stated that the prices are higher than in the Valley but they are convenient.
13240384,Matt shared that he would first try to get the parts for the customer.
13066475,NULL
12694778,NULL
13033613,NULL
13400270,Ruth stated that she would not recommend them because the vendors have to go through them.
13448832,Sean stated that he would not recommend because he does not have the opportunity.
12555837,Gord said he would not want his customers to buy from Kramer
13084769,"Pete said nobody knows how to run the computer, they could not find the parts in the computer and it took days to get the parts."
12185921,NULL
13273392,NULL
12830554,"Brett stated that he rated this a 5 mainly because of the price, but also no delivery service."
12425885,NULL
13088986,Chuck stated he shouldn't have had to pay for anything because this was a brand new machine.
13325536,Jeff said no one at NC Machinery answers the phone and he does not receive return calls.
13197286,Martin stated he had a few problems but nothing major.
12631417,NULL
12631594,Matt stated that they need to have someone available to answer the phone and return calls.
13174086,He stated that often he cannot get a hold of anyone and also that he frequently has to follow up to track down his parts.
12278745,NULL
12323746,Roger stated he is not likely to recommend Kramer for parts because he feels they have poor pricing.
13326655,He stated the parts department do not know how to look up parts well - they need help. Customer also stated pricing.
13073803,"Jim said they did fine, but  if you need CAT parts thats where you need to go."
12345144,Kevin stated it would be better if they could provide more competitive pricing .
12444951,NULL
12474885,NULL
12982791,She stated that they need to confirm purchase orders and pricing before processing and sending orders.
13441244,NULL
13514932,NULL
12321170,NULL
12811998,He stated they are the only choice.  He stated the prices are high.  He stated he calls and they do not always answer the phone.
12854622,NULL
13197258,"Alika stated that being in Hawaii, there are really no other options.  He added that there is no negotiating because of this."
12323738,Miles stated that he would only recommend Kramer if he did not have something that his customer needed.
12559216,NULL
12756408,"He said his overall experience is good, but he has a hard time getting someone on the phone in the Red Deer Branch."
13086893,NULL
13335760,He stated he had to wait on a part for a loader for months.
12835687,NULL
12425758,NULL
12546290,Andy stated that the availability/accuracy of the parts orders is the main reason for this rating.
12350380,He stated it has nothing to do with people - their parts are marked high. The only bad thing about them.
12411476,NULL
13318277,"Edwin said he is likely to recommend them, but their parts are too expensive."
13384604,NULL
13304877,NULL
13303144,He stated that they do not deliver.
12372130,NULL
12621217,Paul reiterated that it is their pricing.
13221921,NULL
13104047,Dale stated because of the wait time when you are calling.
12628271,NULL
13118477,She stated that this rating is due to the wait time.  She said it was a little bit of everything when it comes to waiting.
12727568,NULL
12338440,"Tyler stated when they fill his order, there is always an issue."
12239869,NULL
12258683,Joe stated that Wagner Equipment is the only place to get Caterpillar parts.
13418673,NULL
12725726,NULL
13283122,He stated it was ok.
12758761,Jordan stated they charge double on everything.
13094599,Greg stated that Quinn Company should have more knowledgeable people on the telephones.
12629694,NULL
13284539,"Spencer said the Gwinnett parts location of Yancey Brothers needs to work on speed, efficiency and accuracy."
12562357,Customer do not wish to comment.
12338295,NULL
12658049,He said prices are high for the parts as well as service.
12475906,NULL
13419498,NULL
13105269,NULL
12836483,NULL
12895506,He stated that they could pay more attention with filling the parts orders so they are more accurate.
12972810,NULL
12920639,Mr. Swansburg stated that there was not to  that they could have done. Mr. Swansburg stated that the part was not any good.
12374378,He stated that it would depend if the person he referred to had Finning products or not.
12371393,Bob suggest lower pricing on the parts.
12375221,Mike stated the Frost Heist products are more expensive than other dealers he uses.
12370425,NULL
12337099,RJ stated that the price of the parts is too high.
12221508,He said the ordering process is slow in getting the parts to him in a timely manner.
12410632,Barb stated that the parts should be cheaper.
12516288,After probing he stated that everything was fine but he got the wrong part when he received this parts order.
12483399,Dave stated that the price is too high for the parts.
12735104,He said again because of the location of the store.
13210209,NULL
12345517,He stated parts availability.
13104441,Isaac stated because they are receiving the incorrect parts and they have issues with the return policy.
13446910,Amanda stated that the main reason is just personal preference.
12311957,NULL
12622964,NULL
12884846,NULL
13451206,Christian said Empires prices are too high.
12510241,Tim stated that he does not usually recommend anyone. Tim stated that there was nothing Empire could of done better.
13242254,"Brad said depends on what part, real high on the hoses and goes to someone else."
13143360,NULL
12874605,Mike stated that he feels they could improve on their price.
12938771,NULL
13327940,They could have more parts available - more in stock.
12370324,NULL
12374636,Chance stated the pricing and availability.
13579411,Hamish did not have any reason or anything the dealer could have don differently when he was asked.
12761455,Kelly stated because of the changes to the return policies.
13303098,NULL
13201865,NULL
12543820,NULL
12543821,NULL
12454370,George stated that HOLT CAT is the only CAT dealer for 300 miles.
13192058,NULL
13268863,Leroy said that they did alright but they charge higher prices than other places.
13091081,NULL
13090682,NULL
12635524,NULL
12188892,Jason said they need better people skills.
12450943,NULL
12450953,He stated that they are the only provider in the area. He also stated that their pricing is too high.
12451333,Ryan stated that they have a slow process and sometimes they get the wrong parts to him.
12651148,NULL
12196787,Scott said Fabick CAT is the only provider in the area to get CAT parts so they have to purchase from them.
12224193,NULL
12861959,He stated the online system for parts is not good.  He stated the price and parts numbers are not accurate.
12862312,He stated this is based on prices.
12473411,Kelsey said Finning Canada is the only CAT provider in the area.
12373878,NULL
12266984,Corey stated that the lack of parts availability and knowledgeable parts staff are the main reasons.
13121537,Jerry stated waiting on parts availability. He said it takes 3 - 4 hours before a call back.
12952296,He stated that Warren CAT forgets to order all the parts.
13065980,Ben stated that he did not have any specific comments or suggestions for this answer.
12630889,NULL
13098710,He stated as of late they have lost all of their good parts people and it is a headache to get the right parts.
12481264,NULL
12343257,NULL
12573681,NULL
13006356,NULL
13306363,NULL
13082740,Alan said HOLT CAT does not have the parts  availability and their prices are too  high.
12750437,NULL
12824461,NULL
13266640,NULL
13403254,They need to get you the parts you ordered.
12788765,NULL
12767156,He stated that he rates them fairly well.
12443888,NULL
12765069,NULL
13222296,NULL
12838689,NULL
12695650,NULL
12896104,NULL
12832758,NULL
12936457,Jim said that have different parts people who are inexperienced.
12142831,Heath said the sales representatives for parts are not knowledgeable and do not know CAT parts.
12790045,NULL
13451335,NULL
12597640,JC didn't have any additional commments.
12267301,Marcus stated that the main issue is the cost of the parts being too high.
12267023,Clifton stated that the parts staff needs to get the correct parts in his parts orders.
12307139,Ashley stated he thinks the pricing could be better.
13237235,Eddie said no reason.
12382393,NULL
12571827,Paul stated that they need to answer the phone.
12571305,He said price discrepancy and lack of communication. He added there was a lot of back and forth.
12342463,He said the pricing is very high.
13198016,NULL
13197934,NULL
12941898,Garrick stated get the parts right the first time.
12485675,Freddie stated the parts staff seems to lack parts and computer knowledge.
12628034,Ricky stated that he doesn't have the opportunity to recommend Gregory Poole.
12477268,NULL
12249489,"After probing, he stated that Quinn has good service and offered no feedback on what they could do to improve his rating."
12583752,Phillip said he will only order parts from here if he has to.  He can buy them cheaper elsewhere.
12443765,NULL
12766940,Mike stated that this was based on his previous comments.
12267049,Bruce stated that the availability/wait on parts is the main reason.
13327437,Rich stated they won't stock parts for equipment he has bought from Holt of CA.
13176563,NULL
12459041,He stated they need better trained personnel in the parts department.
12597593,NULL
12287263,NULL
13267233,Travis said he would because they are the local dealer but their pricing would need to improve.
12645157,NULL
12182679,NULL
12827634,Jeff said Gregory Poole's customer service is not at the level he is used to dealing with on orders.
12245369,"He said they are the only providers in the area, and the pricing is too high."
13427816,NULL
12577683,NULL
12688070,NULL
13052760,Eric stated that the main issue is getting someone to help him with questions. Stated that they have poor customer service.
12590049,Glen stated because of the difficulties getting the right parts filled.
12612586,NULL
12507978,NULL
12300465,Dan stated that the poor communication and ability to get the right parts when needed are the main issues.
12837243,NULL
12637429,He said they need better tracking on parts and need to be better about calling them back on order status.
13034575,He said Tractor and Equipment did not notify him when his windows came in and the parts staff is inexperienced.
12771185,Shane stated shipping was missed and parts were late.
12771665,NULL
12557487,NULL
12336324,NULL
12262865,Greg stated he has had problems with some of the new guys at Carter Machinery getting him the correct parts.
12391080,Lee shared that they need to have more knowledge about their equipment.
12861113,"Pat stated that the service is good, but the prices are too high."
12677136,Scott said Holt of California was not able to get him the tires he needed and he had to go to another source.
13460795,He stated they are slow.  He stated they are slow getting the parts and answering the phone.
13415351,He stated parts availability and return policy.
12425302,Wes stated based on the reasons previously mentioned about the mistakes and the staff's knowledge.
12211079,NULL
12127776,Eric stated it takes too long to get parts.  The parts staff is not as knowledgeable as they should be.
12623602,"Jeremy stated ""they need to loose the Finning attitude""; described as Finning dictates the way it is going to go."
12758569,Kern stated that he wouldn't be very likely to recommend because of the high prices.
13287769,"Travis said, ""The prices are ungodly."""
13292569,NULL
12878467,NULL
13070075,"Chuck said they are pretty good about having parts and with their delivery, but they just can't compete on price."
12440703,NULL
12847273,NULL
12972997,NULL
12929350,NULL
12730534,David said he would only recommend Yancey Brothers if there was not a Thompson Machinery near by.
12331313,He said he had some trouble getting someone on the phone and it took two tries to get the correct part.
13268368,NULL
13217290,Dinky referenced being more knowledgeable of the parts for this statement.
12738337,Steve stated that he experienced  issues was with freight and communication regarding the freigh charges.
12388980,"He stated that if you call Cleveland Brothers, the parts and labor are cheaper."
12793554,NULL
12403069,He said again because of all of the parts employees except Bill.
13183464,NULL
12287339,"Gerald said, ""I can buy parts cheaper at the Kenworth dealer."""
12871184,NULL
13334599,NULL
13565823,NULL
13604553,Robert stated they are the only dealer around.  He said they are fine.
14931264,NULL
15146552,Skeeter said the parts people are inexperienced.
14818826,Brian stated he is still waiting on stuff snd there was a problem with punctuality.
14553477,Jeff said that the guys were quite nice; this rating is based on the pricing issue.
15309892,NULL
14819257,"Mr. Noe stated that the only issue, for him, was that the price was high."
14928889,"Nathan stated they can do a better job on their invoices, they are very confusing , otherwise they do fine on everything else."
15116077,"Ron stated that because of the pricing, he would not recommend Cleveland Brothers and would give them a zero."
14920509,NULL
14119048,NULL
14945937,He stated he has no problems.
15471518,Ethan stated that he received inaccurate parts and suggested being more careful.
14150943,He stated he did not get the right parts.
13744687,Shawn stated it took a while to get a quote for the parts.
14238320,Ellen stated communication.
15273660,He stated their have been a lot of experiences sending parts back - due to wrong parts order.
14781603,He stated that they do not know how to look up part and don't seem to be well trained.
15101414,Bob stated because of the prices.
15152717,Lynn stated there are a couple of parts guys that aren't very knowledgeable and it takes forever to get a part.
15157050,David said they charge too much.  He said the service is good.
14894877,Mr. Chouinard stated that their prices on parts and equipment are way too expensive.
15271969,NULL
14947407,NULL
14592435,NULL
13837656,He stated lack of knowledge on the forestry equipment.
15152725,Gene stated that price was a factor in his rating.
13605185,Robert stated parts are not kept in stock and everything has to be ordered.
14830512,NULL
15309921,Lynn stated because of the price and the fact that it doesn't always include what you need.
13596122,He stated they order stuff and it comes in wrong and have to wait another day to get the correct items.
14946371,NULL
14328492,NULL
13936010,"Al said they told him they had the parts on hand, but they didn't."
15471816,He stated that they only have one guy there that is helpful and the others don't know what they are doing.
13842819,NULL
13692072,NULL
14768704,NULL
15450915,NULL
14929461,NULL
14976924,NULL
14237537,Rick did not state a specific reason for this rating.
14921914,He suggests continual training for the parts staff.
14335878,Chris said that when he needs to call he has a hard time getting through and doesn't receive callbacks.
14438743,NULL
14920890,NULL
14435139,NULL
14031274,NULL
14277305,NULL
15115625,NULL
14781933,Roger said the Butler Machinery parts guy seemed lazy and not interested in getting up to get the part.
14973701,"Sam said the people are nice, but you have to order your parts, because they do not have them in stock."
14314475,NULL
13846610,NULL
13706382,Coco stated that he does not know anyone to recommend them to. Coco stated that there is not issues with the parts department.
15414684,Cody stated that he has not heard back from anyone about a warranty on a part.
14947865,He stated that he doesn't use empire frequently for parts.
13721778,NULL
15411926,He said this rating was based on the same reason given for the first question.
13580841,NULL
14043416,Kyle said he will call in for a part and Empire will wait one or two hours to call him back.
15409643,Ben said this is because of the availability of parts.
14620350,Jessie stated they don't follow through and the wait time for parts.
13815255,NULL
14830430,He said -he would like for Empire at the EM -Buckeye location to provide more stocked parts.
14468053,NULL
15441411,Leonardo said Empire they have part most of the time.
13718990,Stu stated because of the drop of system and the prices of the parts.
14103676,Riley stated he wants an automatic door at the parts pick up. It would be nice if you could pick parts up earlier as well.
14558814,He stated they have a hard time getting the parts there and do not communicate back to his office that the parts are in.
14421054,NULL
14620434,NULL
14302259,He said he feels the process is difficult because he has to provide the serial number and the price is high.
13861599,"Ivon stated that they did not ship the parts, they forgot to ship them 2 days in a row."
14106455,NULL
14636822,needs 2 hoses - general rule - this is the first time he has had an issue - specialty fittings. still waiing on. tghe fgitg
14156883,NULL
14318236,Mike stated again that they did a better than average job.
14907005,"Jason said he was sent the wrong part, and when he asked them to ship the correct part, he was charged shipping a second time."
14560339,"Tim said processing seems slow, new system for parts and it slows down the whole thing."
14010058,He said prices is his only complaint.
14470221,Gary stated that his response is based on the delivery of the parts.
14459041,She stated that they are expensive.
14939996,He stated that they are the only provider.
14318586,"Mike said he has to leave the state to get parts from another dealer, he said there is no competition."
13306052,Floran stated the parts people are knowledgeable but the high markup on prices. As well as the issue with the warehoure
13947357,Len stated the prices are out of line in his opinion.
14984416,He stated they need to lower the prices and get more stock.
14939827,NULL
13946462,Branden stated they are overpriced.
13446502,NULL
13948499,NULL
13802945,NULL
13802955,Mike stated the reason for this rating is the prices are to high.
13803394,NULL
14108047,NULL
14411385,He said Finning is the only place to buy CAT parts.
13803168,NULL
13803226,He stated he did not know because they do not stock a lot of parts.
13853677,Justin stated Finning did not have the part he needed in stock.
13567555,Esteban said recently they changed how you order and pick up parts and now it takes too long.
14399020,Lorna stated that Jay Rice is a good man. Lorna stated that the parts take a long time to arrive and their prices doubled.
14247940,NULL
13803032,NULL
13654543,He stated the parts representative was not experienced and did not have concern for his needs.
14250271,"Mark stated that besides the availability issues, there are other competitors out there."
14105343,He stated that he generally doesn't recommend people.
14606064,Customer stated that he has to to buy to Finning.
14733530,"Again, he stated he did not get the parts at the correct location and also did not get them in a timely manner."
13947124,NULL
14939649,NULL
14732364,Mel stated that he waited 3 days for parts.
13951338,NULL
13861987,NULL
14454782,Bracer said the prices are high and they do not negotiate.
13803370,He said they are very expensive. He later added the timeframe waiting in line to place your order is very long.
14558098,NULL
14151995,NULL
14250477,Neil stated that the central ordering system sent incorrect parts on his last order.
14453968,He stated the prices are outrageous.
13033215,NULL
15123483,The reason for this rating is the reason given in question 1.
13721576,NULL
14251410,Price
14620932,NULL
14557828,NULL
14653223,Murray stated he was given the wrong part but he made it work.
14894510,Megan said that this rating reflects a price increase and something was shipped without approval.
14239999,"He stated service - it takes a lot of time to get in and out, they need more parts people."
13855682,Bob stated there are only 2 choices for parts and he has a lot of problems with follow up.
14247933,He stated due to the mix up with the shipping of his hose when he had asked for it to be picked up.
14247833,NULL
13803295,NULL
15432168,He stated the pricing.
13617024,NULL
14923441,There is a place to get cheaper parts.
14026242,NULL
15397146,Mr. Malenfant stated that the rating of 6 is because of their prices.
15240090,"Mr. Hamelin stated that everything went well but his rating of 1 is because of their prices, that they are very expensive."
14242203,NULL
14240065,Tyler said previous experiences with other locations are better than the Wasilla location.
14616675,NULL
14665194,Matt said wrong parts ordered and parts not ordered.
13751952,Ray stated that he had to wait for the parts to come in.
13856246,He said he ordered online and requested overnight shipment to expedite the order. He said it took a week.
14616719,NULL
13584157,NULL
14240295,NULL
14616127,Tim said that they never really stock parts for a combine but robbed parts off of other combines.
15443155,Dan shared that they could get him the right parts.
14667768,Jason stated that there are too many things on back order that he has to wait for.
13828807,NULL
14552817,NULL
14778282,Lisa said they could be more helpful.
15116353,NULL
15443577,Mike stated that they don't answer their phones quickly enough and they seem too busy to help people so it's pretty frustrating.
13705687,NULL
13853503,She stated that they are 40 miles away and when she picked up the parts order there was a part missing.
14232315,Mr. Hawkins stated that their parts prices are high.
13931615,NULL
13654283,NULL
14146465,NULL
15112920,NULL
13899794,Diane said she is not really in the position to recommend other companies.
14897300,"Mr. Ross stated that they don't have good communication, you never know when your parts order has arrived."
15153954,NULL
13891306,Russ stated they struggle with finding the parts.
13559924,"Steve stated that when they purchase a $100,000 machine he feels t that they should the support from the staff."
14926910,"Brad stated they have to order everything and when they do order them, they are mostly the wrong part."
14773129,"David said they just do not have enough parts in stock, and sometimes the parts are not available for his equipment."
15112361,NULL
14771768,"Frankie stated he has had issues with not getting the parts, being late and losing them."
14049775,He stated they don't typically have the parts in stock.
14300237,After probing he stated parts availability and they are the only provider in the area for his parts.
13701674,Dale said they do not stock eough parts in Bridgeport.
14049620,NULL
14498507,Patrick said he does not like to recommend companies to people.
14300536,NULL
14644402,Matt said this parts order got lost in the mail.
14670166,Ryan stated they can't find the parts or do not recall what you are talking about.  And they never have the parts available.
15154512,NULL
14934590,Jeffery said that the customer service needs to improve.
14772812,NULL
14822523,Shane stated that after hours/weekend on call service is poor and it seems difficult to get anybody who wants to help him.
14982545,NULL
14670328,Raymond share that they could know more about the product rather than going off the number.
14586036,NULL
14478733,NULL
14585462,NULL
15260095,NULL
14478793,Pat stated the parts arrived a day late.
14803603,NULL
14614615,"Kent said they could not have done anything better, personalities are personalities."
13969081,He stated they don't carry much inventory. He stated most of the stuff has to be ordered.
14427871,NULL
14792031,Greg said Mustang CAT is not his preferred dealer because he gets a better price from some where else.
15576083,"Victor said they did everything right, but the price is too high."
15159568,He stated the reasons above and added they have horrible service.
15401935,Joe said he would recommend only if the need arises.  He said there is nothing they could have done to improve the service.
14567297,NULL
14044770,NULL
13938625,He has dealt with them for years and everyone is retired and new guys need to learn.
14567957,Randy stated he does not recommend providers as a personal preference.  Randy stated the service with Mustang Cat is fine.
14500579,Shad shard that recently they keep getting him the wrong parts.
15305323,NULL
14180489,NULL
15077321,NULL
15125624,Jason said the sales representative does not have a good understanding of the parts.
15304935,"Don stated that the way they handled things with his parts order, when the forgot to/did not order parts in a timely manner."
14787199,NULL
14975428,NULL
14000949,NULL
13574439,Rodney stated he's not up there very much.
13857805,NULL
13484022,He stated that is takes too long to make the hoses.  He stated that they usually don't have the parts on hand to make them.
15250979,NULL
13929240,Chad stated he feels NMC's computer program was slow in locating the parts and there were no parts in inventory.
14001706,NULL
14462502,Travis stated he feels the parts cost too much.  He also stated NMC's parts staff is good.
14403623,NULL
14783305,Shawn stated that this rating is due to the prices and the monopoly that NMC has on the Nebraska market.
15132308,NULL
14181057,NULL
14102228,John stated based on the prices and availability.
14000591,NULL
13711945,"After probing, Tim said, ""They don't want to do business with us""."
13844967,NULL
13929423,Garth said this was a rush deal for him. Garth said it took longer than he would have liked for NMC to make the hose.
13480843,NULL
14572309,NULL
14783458,NULL
13826240,NULL
13844532,Dawson stated he feels there is a lack of knowledge in the parts department.
15417295,NULL
13871738,NULL
14796027,NULL
13871789,"Evan stated ""That they need to have consistant parts people that have a good attitude."""
14425886,"He said, ""We can't be broken down, we need the parts available."""
15400082,"Greg said, ""There was nothing wrong with the service, it comes down to price."""
14948995,Tom stated that NMC's prices are so much higher than another company that they purchase from.
14475886,NULL
13731080,"Nate said, ""No."""
14271647,"No reason was given for this rating.  Nick said, ""Not that I'm aware of."""
15088112,"Jeff said,"" I have not had as many problems with parts department but my previous service experiences with Ohio Cat."""
14426016,"Joe said,""I own 5 companies and use several of dealers for service and parts, and I feel that Ohio Cat is over billing."""
14241012,NULL
14241090,"He said the availability and timing are good, but he feels they charge accordingly. He said this results in overpricing."
15082422,NULL
13666783,He said he feels the price points are high and he is restricted based on location as to which dealer he can use.
14032101,NULL
14999044,Mr. Cortez said Quinn is good but too expensive.
14141896,NULL
14142629,NULL
13985346,NULL
14999094,NULL
14968575,Chuck stated that this rating relates to not being able to receive parts in a timely manner.
14794977,NULL
14794307,NULL
15405050,He stated stock more parts.
15162956,NULL
14311159,NULL
13711599,He stated they need to educate their employees.
15404174,She stated that is usually takes them 30-40mins to get parts and when they do there are usually missing several items.
15404206,NULL
13839548,NULL
13839695,Dan stated that the phone is not always answered right away and it can take a long time to get a call back
13350795,NULL
13987676,Eric said Quinn Lift getting the parts he needs and their inability to get the parts to him.
14990747,NULL
14736436,He stated that the Parts Staff are undertrained.
14735476,Dink stated the people are nice. He said parts availability is his biggest problem.
15285153,NULL
14252747,Rudy stated they do not keep enough parts in stock.
14253434,SCMH is a bit short handed and some of the parts employees are new and may need a bit more training.
13761173,NULL
13761447,NULL
13761461,Josh stated their response time is slow and they lose parts.
13761344,NULL
14413551,Burn stated that they need to have a better selection of parts.
14740924,NULL
13680440,Travis stated they didn't call when parts were in.
15288952,NULL
15288926,Mr. Bedi rated a five due to parts prices.
14950891,"Rick said Toromont CAT needs to lower prices,"
15248722,Tim stated that the main issue is that it is not easy to look up parts.
13995255,"Fabio said they don't have much in stock, especially for small equipment.  He said they have to order it, and that takes awhile."
14416213,NULL
14290667,NULL
14468951,Al was able to buy some quick cuplers elsewhere and they were less than half the cost at another supplier.
14153724,"He stated they told him something wasn't available, but stated it turned out it was."
14402290,Bill stated that the new parts help that they have is the main reason for this rating.
14740624,Sebastiien said that he deals with components and the reason for this rating is based on pricing.
15130675,Morris stated that the high prices for the same parts in Canada versus the States is the reason for this rating.
13850147,After probing Eddy offered no reason for his rating.
15453681,He stated the prices are too high.
13816222,NULL
15248812,NULL
13832435,None.
15393134,NULL
15095826,NULL
14468629,Jim said the parts were not available.
13849713,NULL
15089494,NULL
15117057,NULL
13873518,NULL
15402400,Roth stated the time to get the parts not having the parts is what Whayne Supply didn't do well.
15402635,Jerry stated that its hard to get someone to answer the phone.
15117928,NULL
15144149,NULL
13735423,NULL
14964602,Jan stated that they are slow at answering the phone and the personell is rude when she calls.
14393111,Warren has high pricing overall.
14394265,NULL
14394467,Ross orders his own parts on line mostly and can not get ahold of anyone in Odessa and they do not return his phone calls.
15427425,NULL
15393557,NULL
14279454,"Mike stated that Wagner Equipment could improve on quotes, estimates for parts and materials, and their billing."
13680721,NULL
13832336,NULL
15089986,NULL
13821419,NULL
13890177,NULL
15300960,Steve shared that they need to stock more items. He added they could also offer more after sale support.
13726962,NULL
15403628,Dwight stated the lack of parts availability.
14587279,Dave stated that he only has one bus that requires CATparts.
14957128,NULL
15136255,Harley stated that it would help if they had better parts people.
15459338,NULL
14450688,He stated he can't think of anything for them to improve on.
15459680,Allan shared that parts are good but he is not real happy with what he is being charged for service. He feels it is too high.
14325496,Larry stated overall he is pretty happy with them.  Sometimes the phone operating system is a little goofy.
14584093,Ronnie stated the phone answering system and the wait time for parts  when you go in.
15117764,NULL
13735529,He stated that they are a good tech department but it took 2 days to get the parts because his tech person is so far away.
13819704,"Betty stated that the staff at the parts counter are rude, arrogant and not helpful."
14116096,Bishop said an accurate filling of parts order would help.
14584110,They should verify their parts order numbers better.
15117310,Ray stated that this rating is due to the lack of inventory.
