id,size,actions,impact,feasibility,attractiveness,positive,negative
05,3,Care and Respect From Staff,1.4762015601867045,5,7.3810078009335225,"Sterling stated the staff is very friendly and helpful. (12716227)<BR/>Javier stated they always have the parts ready when he comes in. He stated the staff is very helpful and willing. (15250411)<BR/>He said Eric is a good guy and always calls him right back. (13326387)<BR/>Terry shared that their staff is excellent and they have the best dealership. (15443088)<BR/>He said the staff is always helpful. He said he would like to see a faster phone response. (13034072)<BR/>She said the staff is helpful. (13033145)<BR/>Don stated the service and parts staff is good. (13207503)<BR/>Mr.Ward they have a very friendly parts staff. (15249846)<BR/>Brandon stated they are helpful, knowledgeable, and have a large inventory. (12557541)<BR/>","",
05,3,Parts Availability,1.4762015601867045,5,7.3810078009335225,"Joe stated that when he calls for parts, they are available in a timely manner. (15250734)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>David stated that the have parts available and in stock when needed. (15443205)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Bruce said N C Machinery has a very complete inventory. (13953499)<BR/>He stated Dee in parts is outstanding with getting the parts you need and tracking down impossible parts. (13482264)<BR/>Eldon stated the parts are available and they can look them up with serial numbers. (14240336)<BR/>Chris said parts are available. (13953518)<BR/>","Craig said they improved grately over the last three years; parts are more available and personnel has gotten much better. (14616599)<BR/>",
05,3,Parts Quality,1.4762015601867045,5,7.3810078009335225,"Will stated they have good availability. (12176172)<BR/>Tyler stated they have good parts availability. (12611337)<BR/>Zak has had a good experience with parts, they help him find part numbers and get the parts to him. (13953060)<BR/>He said the availability of parts is good. (12897083)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Howard stated the supply of parts and service is good. (13324662)<BR/>Randy stated they have good products, and good service. He added they are the only dealer as well. (13034449)<BR/>Roger stated N C Machinery has good parts and service and he stated they are reliable. (12771620)<BR/>He stated he received good service and good parts. (13584539)<BR/>","",
06,4,Care and Respect From Staff,3.85592458661168,5,19.2796229330584,"Sterling stated the staff is very friendly and helpful. (12716227)<BR/>Javier stated they always have the parts ready when he comes in. He stated the staff is very helpful and willing. (15250411)<BR/>He said Eric is a good guy and always calls him right back. (13326387)<BR/>Terry shared that their staff is excellent and they have the best dealership. (15443088)<BR/>He said the staff is always helpful. He said he would like to see a faster phone response. (13034072)<BR/>She said the staff is helpful. (13033145)<BR/>Don stated the service and parts staff is good. (13207503)<BR/>Mr.Ward they have a very friendly parts staff. (15249846)<BR/>Brandon stated they are helpful, knowledgeable, and have a large inventory. (12557541)<BR/>","",
06,4,Parts Availability,3.85592458661168,5,19.2796229330584,"Joe stated that when he calls for parts, they are available in a timely manner. (15250734)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>David stated that the have parts available and in stock when needed. (15443205)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Bruce said N C Machinery has a very complete inventory. (13953499)<BR/>He stated Dee in parts is outstanding with getting the parts you need and tracking down impossible parts. (13482264)<BR/>Eldon stated the parts are available and they can look them up with serial numbers. (14240336)<BR/>Chris said parts are available. (13953518)<BR/>","Craig said they improved grately over the last three years; parts are more available and personnel has gotten much better. (14616599)<BR/>",
06,4,Knowledgeable Staff,3.85592458661168,5,19.2796229330584,"Colby said Tractor and Equipment's knowledgeable parts staff. (12897278)<BR/>Andrew stated that they have a knowledgeable parts staff, especially Dick in the parts department. (15119377)<BR/>Kyle stated their parts employees are knowledgeable. (12716098)<BR/>Matt stated it was a smooth transaction, adding the parts staff is knowledgeable, getting his parts in a timely manner. (12527630)<BR/>Greg said the parts personnel are knowledgeable. (13855813)<BR/>Brandon stated they are helpful, knowledgeable, and have a large inventory. (12557541)<BR/>Miles stated that the staff is knowledgeable whenever he asks them a question. (13033236)<BR/>Clayton said NC Machinery's parts staff is knowledgeable and helpful. (13034202)<BR/>Ian stated that they provide fast and good availability of parts and have knowledgeable parts staff. (12210892)<BR/>","He said Tractor and Equipment did not notify him when his windows came in and the parts staff is inexperienced. (13034575)<BR/>Eric stated it takes too long to get parts.  The parts staff is not as knowledgeable as they should be. (12127776)<BR/>",
06,4,Parts Quality,3.85592458661168,5,19.2796229330584,"Will stated they have good availability. (12176172)<BR/>Tyler stated they have good parts availability. (12611337)<BR/>Zak has had a good experience with parts, they help him find part numbers and get the parts to him. (13953060)<BR/>He said the availability of parts is good. (12897083)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Howard stated the supply of parts and service is good. (13324662)<BR/>Randy stated they have good products, and good service. He added they are the only dealer as well. (13034449)<BR/>Roger stated N C Machinery has good parts and service and he stated they are reliable. (12771620)<BR/>He stated he received good service and good parts. (13584539)<BR/>","",
07,4,Care and Respect From Staff,2.3267704235504496,5,11.633852117752248,"Sterling stated the staff is very friendly and helpful. (12716227)<BR/>Javier stated they always have the parts ready when he comes in. He stated the staff is very helpful and willing. (15250411)<BR/>He said Eric is a good guy and always calls him right back. (13326387)<BR/>Terry shared that their staff is excellent and they have the best dealership. (15443088)<BR/>He said the staff is always helpful. He said he would like to see a faster phone response. (13034072)<BR/>She said the staff is helpful. (13033145)<BR/>Don stated the service and parts staff is good. (13207503)<BR/>Mr.Ward they have a very friendly parts staff. (15249846)<BR/>Brandon stated they are helpful, knowledgeable, and have a large inventory. (12557541)<BR/>","",
07,4,Parts Availability,2.3267704235504496,5,11.633852117752248,"Joe stated that when he calls for parts, they are available in a timely manner. (15250734)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>David stated that the have parts available and in stock when needed. (15443205)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Bruce said N C Machinery has a very complete inventory. (13953499)<BR/>He stated Dee in parts is outstanding with getting the parts you need and tracking down impossible parts. (13482264)<BR/>Eldon stated the parts are available and they can look them up with serial numbers. (14240336)<BR/>Chris said parts are available. (13953518)<BR/>","Craig said they improved grately over the last three years; parts are more available and personnel has gotten much better. (14616599)<BR/>",
07,4,Competitive Pricing,2.3267704235504496,5,11.633852117752248,"Trevor said that both of the PSSRS, Sonny kloninger and Jeff Hyde work great, get the parts on time and have good pricing. (12277499)<BR/>","",
07,4,Parts Quality,2.3267704235504496,5,11.633852117752248,"Will stated they have good availability. (12176172)<BR/>Tyler stated they have good parts availability. (12611337)<BR/>Zak has had a good experience with parts, they help him find part numbers and get the parts to him. (13953060)<BR/>He said the availability of parts is good. (12897083)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Howard stated the supply of parts and service is good. (13324662)<BR/>Randy stated they have good products, and good service. He added they are the only dealer as well. (13034449)<BR/>Roger stated N C Machinery has good parts and service and he stated they are reliable. (12771620)<BR/>He stated he received good service and good parts. (13584539)<BR/>","",
08,4,Service Completed Successfully,2.111721971104043,5,10.558609855520215,"Butch said there was nothing particular that was done well; rather, everything just seemed to come together fine. (13325933)<BR/>Mr. Riley stated he would recommend because they do everything well. (14665233)<BR/>","",
08,4,Care and Respect From Staff,2.111721971104043,5,10.558609855520215,"Sterling stated the staff is very friendly and helpful. (12716227)<BR/>Javier stated they always have the parts ready when he comes in. He stated the staff is very helpful and willing. (15250411)<BR/>He said Eric is a good guy and always calls him right back. (13326387)<BR/>Terry shared that their staff is excellent and they have the best dealership. (15443088)<BR/>He said the staff is always helpful. He said he would like to see a faster phone response. (13034072)<BR/>She said the staff is helpful. (13033145)<BR/>Don stated the service and parts staff is good. (13207503)<BR/>Mr.Ward they have a very friendly parts staff. (15249846)<BR/>Brandon stated they are helpful, knowledgeable, and have a large inventory. (12557541)<BR/>","",
08,4,Parts Availability,2.111721971104043,5,10.558609855520215,"Joe stated that when he calls for parts, they are available in a timely manner. (15250734)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>David stated that the have parts available and in stock when needed. (15443205)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Bruce said N C Machinery has a very complete inventory. (13953499)<BR/>He stated Dee in parts is outstanding with getting the parts you need and tracking down impossible parts. (13482264)<BR/>Eldon stated the parts are available and they can look them up with serial numbers. (14240336)<BR/>Chris said parts are available. (13953518)<BR/>","Craig said they improved grately over the last three years; parts are more available and personnel has gotten much better. (14616599)<BR/>",
08,4,Parts Quality,2.111721971104043,5,10.558609855520215,"Will stated they have good availability. (12176172)<BR/>Tyler stated they have good parts availability. (12611337)<BR/>Zak has had a good experience with parts, they help him find part numbers and get the parts to him. (13953060)<BR/>He said the availability of parts is good. (12897083)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Howard stated the supply of parts and service is good. (13324662)<BR/>Randy stated they have good products, and good service. He added they are the only dealer as well. (13034449)<BR/>Roger stated N C Machinery has good parts and service and he stated they are reliable. (12771620)<BR/>He stated he received good service and good parts. (13584539)<BR/>","",
09,11,Timely Parts Arrival,5.275003439827639,5,26.375017199138195,"Harold said Tractor & Equipment have the parts and the fill the orders quickly. (13206695)<BR/>","",
09,11,Service Completed Successfully,5.275003439827639,5,26.375017199138195,"Butch said there was nothing particular that was done well; rather, everything just seemed to come together fine. (13325933)<BR/>Mr. Riley stated he would recommend because they do everything well. (14665233)<BR/>","",
09,11,Communication Quality,5.275003439827639,5,26.375017199138195,"Josh stated that they provide good customer service, they follow up on things and provide good communication. (15250135)<BR/>","",
09,11,Order Accuracy,5.275003439827639,5,26.375017199138195,"Phill stated that they get the right parts in his orders. (15249864)<BR/>","",
09,11,Ease of Order,5.275003439827639,5,26.375017199138195,"Harold said Tractor & Equipment have the parts and the fill the orders quickly. (13206695)<BR/>","",
09,11,Care and Respect From Staff,5.275003439827639,5,26.375017199138195,"Sterling stated the staff is very friendly and helpful. (12716227)<BR/>Javier stated they always have the parts ready when he comes in. He stated the staff is very helpful and willing. (15250411)<BR/>He said Eric is a good guy and always calls him right back. (13326387)<BR/>Terry shared that their staff is excellent and they have the best dealership. (15443088)<BR/>He said the staff is always helpful. He said he would like to see a faster phone response. (13034072)<BR/>She said the staff is helpful. (13033145)<BR/>Don stated the service and parts staff is good. (13207503)<BR/>Mr.Ward they have a very friendly parts staff. (15249846)<BR/>Brandon stated they are helpful, knowledgeable, and have a large inventory. (12557541)<BR/>","",
09,11,Parts Availability,5.275003439827639,5,26.375017199138195,"Joe stated that when he calls for parts, they are available in a timely manner. (15250734)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>David stated that the have parts available and in stock when needed. (15443205)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Bruce said N C Machinery has a very complete inventory. (13953499)<BR/>He stated Dee in parts is outstanding with getting the parts you need and tracking down impossible parts. (13482264)<BR/>Eldon stated the parts are available and they can look them up with serial numbers. (14240336)<BR/>Chris said parts are available. (13953518)<BR/>","Craig said they improved grately over the last three years; parts are more available and personnel has gotten much better. (14616599)<BR/>",
09,11,Communication Timeliness,5.275003439827639,5,26.375017199138195,"Kori stated that they are quick, efficient, do not leave unanswered questions and respond in a timely manner. (15250038)<BR/>","",
09,11,Knowledgeable Staff,5.275003439827639,5,26.375017199138195,"Colby said Tractor and Equipment's knowledgeable parts staff. (12897278)<BR/>Andrew stated that they have a knowledgeable parts staff, especially Dick in the parts department. (15119377)<BR/>Kyle stated their parts employees are knowledgeable. (12716098)<BR/>Matt stated it was a smooth transaction, adding the parts staff is knowledgeable, getting his parts in a timely manner. (12527630)<BR/>Greg said the parts personnel are knowledgeable. (13855813)<BR/>Brandon stated they are helpful, knowledgeable, and have a large inventory. (12557541)<BR/>Miles stated that the staff is knowledgeable whenever he asks them a question. (13033236)<BR/>Clayton said NC Machinery's parts staff is knowledgeable and helpful. (13034202)<BR/>Ian stated that they provide fast and good availability of parts and have knowledgeable parts staff. (12210892)<BR/>","He said Tractor and Equipment did not notify him when his windows came in and the parts staff is inexperienced. (13034575)<BR/>Eric stated it takes too long to get parts.  The parts staff is not as knowledgeable as they should be. (12127776)<BR/>",
09,11,Competitive Pricing,5.275003439827639,5,26.375017199138195,"Trevor said that both of the PSSRS, Sonny kloninger and Jeff Hyde work great, get the parts on time and have good pricing. (12277499)<BR/>","",
09,11,Parts Quality,5.275003439827639,5,26.375017199138195,"Will stated they have good availability. (12176172)<BR/>Tyler stated they have good parts availability. (12611337)<BR/>Zak has had a good experience with parts, they help him find part numbers and get the parts to him. (13953060)<BR/>He said the availability of parts is good. (12897083)<BR/>Jeffrey stated they provide quality service,and have a good parts inventory. (12771050)<BR/>Rod shared that they are knowledgeable and have very good inventory. (15119480)<BR/>Craig stated they have good parts inventory. (12527823)<BR/>Rick stated N C Machinery has a good stock. (13207065)<BR/>Howard stated the supply of parts and service is good. (13324662)<BR/>Randy stated they have good products, and good service. He added they are the only dealer as well. (13034449)<BR/>Roger stated N C Machinery has good parts and service and he stated they are reliable. (12771620)<BR/>He stated he received good service and good parts. (13584539)<BR/>","",
