fkeyWorkOrderID,strComment
3876699,"Mr. Simmons stated everything was fine and to give a score of eight, I did proceed with the NPS and referral, and he stated a six on those. He stated he does not agree with the high prices, so unless he can't fix it himself then he would seek Altorfer CAT for service. He did state they did good work on this particular shop service for the D7G."
5581199,7/2
3883653,Mr. Hart would like to see quotes be given before work is started.
2485794,Ryan stated that the service her received from the technician was excellent. The original quote and the final invoice did not match. Customer stated that the manager suggested they meet in the middle for pricing. Customer agreed but felt like this was not a good way to handle the situation. Suggested informing the customer is the original quote is going to be different from the final invoice.
5383731,Art has not paid the invoice to date.  Art would like someone to contact him as soon as possible as he has not heard back regarding the invoice adjustment.  Art has since received other invoices that he has questions about.  Please call Art's cell 843.222.0242.
4100389,
5809948,"The technician that came out was good. The person who he met with in the office did not communicate all of his repair needs to the technician.  He did not sent him a complete work order. The office is very unorganized.  It took a a while for him to schedule the service.The bill was late and incorrect.  The work  did not get completed and is still not completed.  The person at the office did not communicate the information to the technician to complete the entire job. He had to make two trips to the office twice.  The guy at the office acts flustered.  The level of professionalism, communication, and appointment setting is very poor.  They were not able to give a specific time or date for an appointment.
They have not completed the job. He has not had Blanchard  back. He  wants to find someone else to complete the work.He does not have time to deal with the incompetence of Blanchard. He really liked the technician though."
3883606,"Jeremy is satisfied with Blanchard's service, but his disappointment with the CAT brand directed some of his ratings. He said he will not recommend Blanchard because of all of the problems he's had with the CAT brand. He also complained about the lack of follow up communication."
2387059,"Customer was not pleased with Blanchard's prices, but did not want a call."
3479855,
4819569,"3/21/12 Jimmy was unable to complete the entire survey but stated that he was not pleased with the service that he received from Blanchard.  Jimmy stated that the technician that was sent out did not seem very knowledgeable, he did a lot of back-tracking and had trouble finding the problem.  Jimmy felt that he was not very equipped to do the job and also mentioned that the parts that were ordered were incorrect.  Jimmy stated that he would like to speak with a representative from Blanchard concerning this repair."
6153774,"Rick stated that the equipment had a hydraulic leak. Rick stated a technician came out and said the equipment was very dirty and he could not look at it in the field, the equipment needed to be taken to the shop. Rick stated the equipment went to the shop and was serviced. Rick stated the equipment went back to the job site and the first time it was run, the hydraulic lines became loose again. Rick stated another technician came out to fix the issue. Rick stated this technician said when the shop placed the lines on the equipment, they did not put them on in the proper sequence. Rick stated the improperly placed lines wore through other lines and the technician had to get more hydraulic lines and put it back together.
Rick stated he did not want to be contacted by a Blanchard representative since he is not the person who makes decisions regarding the heavy equipment. Rick stated his boss would be the contact and he is not sure what, if any, communication has been made to Blanchard abo"
3782066,"He said he was very frustrated with this service and it was hard to get him to rate many questions. He said he felt taken advantage of. He said if I had not called, he would have never said anything even to Roger. He said he was not expecting a technician until the next morning and was getting ready to send his crew home when another technician called him and said he would stop by on his way home. He said the technician took over 3 hours to do a job that should have taken an hour. He said rather than have him undo the pin and back the tractor over the track to put it back on, the technician had him using his guys and a backhoe and Bobcat to lift and maneuver the tractor. He said the whole thing took much longer than it should have and resulted in a scratched cab from using the crane to lift it. He said he was extremely frustrated because he had to pay his guys to stay and do this the hard way, while he said he felt the technician stood around. He said at most this job should have cost"
5993257,Larry was unable to complete the entire
2795453,"6/6/11 Danny is not pleased with this repair and the amount he was charged due to trip charges that he feels are the fault of Blanchard.  He also stated that there was a misdiagnosis on the air conditioner of a plugged dryer but when another technician came out, he stated that there was nothing wrong with the dryer.  At the end of the day with the wrong diagnosis, Danny said he had a $4500.00 bill for repairing the air on this dozer.  When asked if a representative could contact him regarding these issues, Danny said, ""I know who would call and I have already spoken to them.  It won't do any good."""
5994037,Bryan states that he provided a list of parts needed to be ordered on their 966H and 950H and he has not heard back from anyone to date. States that there is still a clicking noise in the injectors on this machine that has not been resolved. States that he would like someone to contact him on the status of both of this issues. Thank you.
2953646,Mr. Bondish stated that the pricing was too high for what service was rendered. He stated that the equipment is still not fixed. He would like to speak to someone about the pricing for this work.
2512463,
3332951,"Larry stated that this job took several weeks to complete, due to a mis-diagnosis.  He added that it was very frustrating, especially when you're paying top-dollar for the equipment.  Larry stated that he has discussed his concerns with Blanchard, and this has been resolved.  Additionally, he added that they are coming out today for a quote."
2165484,
2165606,Richard states that amount charged for travel is too expensive.  He would like someone to contact him in reference to his invoice.  Richard states there is not a complete break down for labor charges and hours worked.  He states he has started using another provider because of the amount he was charged.
4491133,
4184651,
4455501,
6208232,"Jamie would like for someone to CONTACT him, regarding the outstanding bill for this service. He said that, he just received the invoice, this past Friday and it was much more than what was communicated to him. He said that, he was claiming this on his insurance and the insurance company was told a higher estimate than what was communicated to him. Also, he said that the service was not completed correctly."
5383474,Chad advised this is the third time the hose has blown.  Chad has paid for the same service three times and is upset that he has to keep paying for the same repair.  The equipment was originally purchased from Blanchard.  Chad stated he will never purchase from Blanchard again.  Chad advised he is very satisfied with the work Rusty and the other employees provide.  Chad's issue is with the equipment itself and the fact that Blanchard does not help with the cost of the repair or stand behind equipment they sell.
5319623,asked for a cb this afternoon
2289186,Morris stated that his service took longer than expected and that the price was much higher than expected. He stated that he has spoken to Blanchard about this in the past.
6384722,
6337459,"Jason stated that he was not happy with the work that was done and the pricing is too high. Jason stated that he is not happy with the service he recieved however, he does not want anyone to call him back."
4234734,"Mr. Sizer said he told the shop the wheel needed to be replaced. When they called him to pick up the 257, he got there and they had not even ordered a wheel. Not only did he have to come back, the price was $500 more than the original quote. Mr. Sizer said this has always been a problem with Blanchard, invoices not matching the original quote. He does not want a call and only uses Blanchard, because he has no choice. Mr. Sizer said he will not purchase another Caterpillar."
6830460,
3199524,"Mr. Gulbis stated his experience was bad because BLANCHARD diagnosis that the drive motor on his Bob CAT had gone, which he later found out through another dealer that it was the seals on the drive motor. 
Mr. Gulbis stated that  even though he feels that the pricing was not fair, he is looking to trade in his 2001 Bob CAT for  CAT Equipmeny. He would like someone to call him."
2078392,
6208953,
6037005,Randy may be looking to purchase an auger for his tractor and a couple of other pieces of equipment.  No follow up needed at this time.  Randy will contact the dealer when he is ready to purchase.
5810024,Sergio said this was an oil change and a hose replacement and he is not happy with a $1223 bill for it. He asked for a call from someone to discuss it.
5276495,Dewey stated he has no issues with the actual shop service but does not agree with the dealer not acknowledging the prior repair and giving a price break to him.  Dewey stated he would not recommend the dealer to anyone based on the fact management did not acknowledge that his Dingo was repaired for the exact same issue earlier this year.  Dewey further stated he did not expect the service to be free however he feels he should have been given a price reduction.  No follow up needed at this time.  Dewey stated the dealer had the opportunity to make this right during the repair.
3975253,Edwin stated the service took three times longer than what he was advised and Blanchard was unable to fix the issue.  He ended up taking it somewhere else to get serviced/fixed.  Edwin did not want a call but stated he would call on his own to further discuss if he so desired.
6616717,Scott stated that he brought the equipment in because it was leaking hydraulic fluid. He stated that they said it would take 3-5 days to fix the problem. It took 6 weeks. He went to pick up equipment and it was still leaking fluid. The technician blamed him for the problem. The equipment sat there and he kept calling for report on status and no one called him. They wanted to charge him additional fees to fix the leak when it was still leaking when that is what he brought it in for in the first place. He stated that the price was higher than he anticipated even before all the issues he had. He felt there should be some compensation and there was not. He does not want to be contacted. He will not go back unless he has to and will not recommend until he has a better experience.
6492818,"10/29/12 Guy did not wish to complete the entire survey but did answer the NP questions.  Guy was very frustrated and not satisfied with the price he was charged for this shop service.  He stated that the did not agree with the price, he felt that he was overcharged, and that Blanchard charged him 20 hours for a 10 hour job.  Guy stated that he did not like being taken advantage of and would like a representative to contact him regarding this issue."
2953693,7/1/11 Casey did not wish to complete the entire survey but did complete questions #1 and 9-10.  Casey did not wish to give any feedback his ratings.
4491016,"Paul stated he is very upset with Blanchard because of the poor performance and service he has recieved after talking his company into using them.  He stated his boss said there will never be another piece of Caterpillar equipment on their yard, they are changing everything over to New Holland.  He stated this equipment was not fixed and the shop could not figure out the issue."
5810686,"Mr. Deese states that they took their 420 backhoe to Blanchard for a small leak and a minor problem with the sling arm and the final quote ended up being over $28,000.  He states that when Blanchard started working on it, they could not find the problem and kept breaking down the machine until they did and it ended up being a much bigger service than he anticipated.  He states that ultimately, he ended up purchasing a new machine.  Mr. Deese states that he has no complaints with regards to his salesperson Dale Ackerman.  In fact, he states that Dale worked hard to get him the machine that he needed at a good price."
4818992,
5276535,Wayne states that his machine has not been repaired correctly. He has had it in the shop over three times. The invoices have totaled over $5000.00.Wayne states he has spoken with Blanchard about the machine and has been asked to bring it back in. he is reluctant to do so because it is costly and he is unsure if it will be repaired correctly this time.Wayne states he is open to a call.
6648642,Mr. Fort stated his tractor quit charging after about 3 hours of use and it leaked power fluid.  The techincian stated he would return with correct parts and his generator.  Mr. Fort is still waiting for the followup from Blanchard. He wishes someone from Blanchard to contact him.
6616937,11/8/12 Jimmy stated that the invoice was much higher than expected and was over the estimate he was given from Blanchard.
4036311,"Jeff was not very pleased with this service.  He stated the final invoice ended up being double what he was quoted because additional parts were replaced and Blanchard replaced a lot of pins.  Jeff felt that some of the part were not worn out yet and could have been reused.  He stated that he discussed his concerns with Blanchard already and they are working with him.  He did not need a call back on the service.   
Jeff also wanted to pass on that Jim and Jamie are prompt on returning calls."
4945735,Dan advised the dealer did not resolve the issue and took too long in the attempt to repair it.  Dan does not wish for anyone to follow up with him.  He will take the trencher to another shop.
6337788,Buddy said Tim is the best mechanic.
6648658,Richard feels that the communication skills need to be improved upon on the technicians' part.
5993331,
5383647,"Tim states that the equipment was diagnosed to need a new A/C compressor. Later it changed to need a cleaning and a relay. When the machine was returned it was not repaired correctly.
Tim states that the invoice was excessive for what was performed as he had to re clean the machine when it returned."
2078437,
5927348,"In the past, Jamie has had a good experience with Blanchard. This service did not go very well for him.  He feels like he was over charged by $1500 on the fuel injection repair and also over charged for the service work as well.  He paid the bill, but he does not fell that the was charged fairly for the services he received.  He will only go back to Blanchard if he has to.  He will not drop off his machine and have repairs done without his oversight and supervision again.  Please call him to discuss the details of this service and repair job.
They need to improve the communication during the service, the quality of the repair, and make sure that they only bill customer for the service that they receive."
5993034,"Ben stated that he has been in contact with his sales representative Scott Hill, but would like to be contacted by  a Blanchard representative to help resolve this issue. Ben can be contacted at  843 385 2132."
4818675,Trent states that the invoice was significantly higher than he expected.Trent states that the service is great but that pricing is too high.Trent states he would like to see better pricing.Trent states he has not spoken with Blanchard regarding his invoice.Trent is open to receiving a call regarding his invoicing.
6071909,"Dustin said multiple issues occurred when the technician worked on his 322DL; from the technician being inexperienced and arriving without the proper tools to incorrect injector installations being done three times and over the course of 10 days.  Joe, the Service Manager, was able to resolve Dustin's invoice dispute but his 322DL's engine still has a ticking sound that he wants resolved.  Dustin said he does not and would not continue to go to Butler Machinery for his Construction equipment work unless he can be assured in advance of receiving a knowledgeable and experienced technician.
Dustin said he is already in contact with his Sales Presentative on the agricultural equipment side of Butler Machinery, for a possible need there."
3754695,Ray was dissatisfied with this service.  He stated that Butler did not fully clean out the equipment and tried to say it was a problem with the transmission.  He was also advised that if he was still having issues with it to take it to Fargo or a different location because Minot was too busy to work on it.  Ray also felt the invoice was too high for what was actually done.  He did not want a call on this service and stated he would just fix it himself.
3872866,
5788522,
4773453,
5788753,Forrest states that when he called Butler to question why the service was not completed he was told that the PM technician would not be the one to do the forklift repair. Another technician was needed. To date no one has followed up on the second service.Forrest states that when he called in to talk about the remaining service needed he was transferred repeatedly with each party stating that this was not there area.Forrest states he is open to receiving a call to discuss
4130003,Mr. Scepaniak  states that there needs to be more timely ordering of parts to be sent over to the service department to complete the service.
5904775,Penny states that she had a service for brake repair on her Challenger. When it came off the trailer the brake sensor light immediately came back on. Penny states that there was  no testing of the brake before it came back to her.Penny states that the service from Butler Aberdeen on her motor grader blades is excellent but the service on the Challenger was not acceptable.Penny states she has spoken with Butler regarding the service but it was not resolved.Penny would welcome a call.
4519119,"Garrett said the workmanship is excellent however, this location is very busy and they need help. His excavator was in the shop but was not worked on right away as the technicians did not have the time. Garrett said the service also took longer than expected. He said he had to call them every day to get information on the status of repair. Garrett said they need extra mechanics as they are the only CAT dealer in the area."
3976935,He stated this service was not completed correctly and some issues were not taken care.  He stated he would like someone to contact him from Butler to discuss this and explain what went wrong and why the invoice ended up being double the estimate he was given.  He feels he should not have to pay to haul this machine back into the shop because they did not fix all the issues when it was in the shop the first time.
6281614,Sheldon would request better documentation of the service and why it was done.
6281638,
4926907,"Kip stated that the first time he took the machine in, it BUTLER 4 weeks to look at it. After they looked, they told him it would be 4-5 days to repai. However, it took longer about 6-8 weeks to get the repairs completed. The same Dozier went back into the shop. and this time BUTLER failed to communicate what the problems were, and nor did they communicate the cost.
Kip stated that he was in the middle of the road with his rating because it is not likely that he will not recommend BUTLER nor is it unlikely that he will recommend them.
Kip stated that it will be possible that they might be possibly purchasing new equipment and renting some othe machines, but they have not really made concrete decisions so he does not want BUTLER to reach out to them as yet.
Kip would like to suggest a much more timely repair scheduling and better communication."
6555080,
5391546,"He said the service is usually great and the staff is efficient however, on this service, he was disappointed with the experience due to lack of communication which resulted and higher invoice and longer down time necessary. He said he would not recommend them for this type of work on this type of equipment."
6471310,
5143396,"Mr. Sletten stated the service is usually really good, the workmanship is excellent, however he is not satisfied with the outcome of this service thus far. He stated he purchased this equipment, and a problem happened which needed service. He said he found out this was a recall notice from CAT, however, neither CAT nor Butler is helping Mr. Sletten concerning the invoice. He shared he was to look into purchasing a track hoe from them, but shared it will depend on the outcome of this situation. He stated he would like to be contacted to resolve this issue."
4053491,"Mr. McKitrick states that Butler Machinery is just too busy to handle the capacity of work going on in the oil fields in their area.  He states that he has a very difficult time contacting them to schedule.  He states that Butler's upper management is not willing to increase the staff needed to keep up with capacity so they are always running behind.  He states that it is not the fault of the technicians, that they are doing the best that they can."
6238422,
4152133,Customer states that this machine is still not working properly after all the recent service calls. States that he has already been in contact with them regarding this issue and that they are very aware of the problem. States that nobody seems to be able to find the problem and he keeps having to pay for them to try.
4482208,He said he receives excellent service he just feels the prices are extremely high.
4152052,"Customer states taht JR is the best service manager that he has ever dealt with and that he is really good at his job. 
Customer states that the issues with the billing and the phone system are the main reasons that he tries his best not to have to use Carolina CAT for his service/parts needs."
6531242,The pricing needs to me more reasonable.
2197684,
2124067,2/23/11 Ryan stated that the technician came out and said the turbo was bad and replaced it.  The technician then found out that it wasn't the turbo but an air leak in a hose.  Ryan is very upset that he spent the money on a turbo when it wasn't necessary and would like to speak to a representative regarding this service.
2740189,"Curtis advised this repair should have taken only one to two days however it took eight, from the time he phoned in the repair until completion.  Curtis states he called regarding the status of the technician coming out three times before he was advised the part was on order form Hawaii.  Curtis felt the part could have been ordered locally and would have reduced in the down time of his machine.  Curtis also stated he should have been informed of the part order and repair status up front."
3134942,Phil states that the first service call resulted in bolts being broken. He had to call and arrange for a second service call. He requires the technicians to let him know when they will arrive so he can arrange a schedule for his plant staff. He was not notified of the arrival of the technician. Phil states that the charges are not what he expected. He was charged for the second visit to repair an error that he states was not his responsibility. He states that he has not spoken with anyone from Carolina Cat regarding this issue but would welcome a call.
6531619,Jim was hard to understand.  He mumbled his words.  He ended the call before I could complete the survey.
5605528,"Mr Eugene stated that service snowballed and went to pieces because of the internal communication. He further stated that his initial request was to put the transmission on the machine and diagnose the problem, which happen the 1st day, but after that Carolina Cat did things that he did not authorize them to do.
N/A: Mr. Eugene stated that the final results never got to the point of completion.
Mr. Eugene stated that he will not be going back to Carolina Cat in the future.
Mr. Eugene stated that he will not recommend Carolina Cat, but he wants Carolina CAt to know that he was compeletly satisfied with the Field Tech, JR, for he was knowledgable and accomodating, and for his service he will rate him a ""10""."
1977019,He would not recommend Carolina CAT and does the work when he can because of the extra costs involved before the technician even arrives on the job. He feels the $220 truck charge AND miscellaneous charges ($220 on last bill) seem high and unexpected. Especially when there is also a mileage charge. He would like someone to call him and give him a better explaination than simple gas charges for a 10 mile journey. You can reach Mike at the Landfill at 336-883-3433.
4340515,
5562575,
4193987,
5155254,Carolina CAT needs to equip their technicians with the proper training and parts in order to complete repair service  jobs. The new technician that came to fix his machine had no idea what he was doing.
4534150,He said his main frustration on this troubleshooting field service was that they had to pay for the technicians time while they were waiting on his computer to work. He said the technicain spent an additional 2 hours waiting with computer problems. He said he addressed his concerns and was told there was nothing that could be done. He said he would like for someone to review this charge and call him if something can be done.
3227867,"He said he did not wish to complete the entire survey due to his frustration with this service. He was willing to answer a few question including the NP and elaborate. He said they really wanted to get a field technician out, but he said Carolina made them bring it to the shop. He said he felt the customer service, follow up, and timely repairs were lacking in this experience. He said as a result of his service experience and the qulity of this skid steer he would not recommend Carolina CAT. He said there is no need for additional follow up."
5605080,"Kevin states the person he usually deals with was on vacation. Kevin says then, the initial person that helped him went on vacation. Kevin states he dealt with 3 different people before the job was done. Kevin also states he had to make all the phone calls to Carolina CAT to keep communication going."
1895293,"Mr. Stimpson rated the NP a 6, due to the high cost of services.  He added that he went to Carolina Cat, because they were the only ones that could do what he needed.  He did add, however, that he has no complaints with the service they provided, but the prices are outrageous."
3857779,
6779955,"12/14/12 Mr. Kiser stated that he used to be a CAT man, but is no longer due to the prices he is charged for repairs.  Mr. Kiser feels that the prices are outrageous and that CAT is killing their business by charging so much."
6025477,"He said he simply wants his money back on the 247B. He said none of the items were fixed. The warranty work on the fan was not done right. In addition, he said he was charged $650 to fix the automatic bucket roll and the air conditioner. He said neither of those items were fixed right. He said he has been working with them as is and at this time he feels he will have to try to go somewhere else because he said he feels he wasted his money. He said he would like to have someone call will a solution."
1977050,"The customer said the shop did not repair the hydraulics as requested.  He said a field service technician was dispatched, and he did an outstanding job of repairing the hydraulic leak."
3227853,"Mr. Starnes states that he has spent a large amount of money on this tractor this year, and he states that he continues to have the same problem and that each service has been unsuccessful.   When asked if he would like to have a Carolina CAT representative contact him, he said no, that he would be contacting them this morning himself."
4297492,"Mr. Lefler requested a phone call. He stated that the equipment is still not fixed and he would like to speak to a representative about the issues surrounding this experience. Mr. Lefler did not highlight any details, in particular, about the issues but requested a phone call to 704-743-5279. After probing, Mr. Lefler did not provide any details on questions with ratings less than 8 most likely because he stated that he was pressed for time and could only take a minute to answer questions."
1840130,Mr. Stroup stated that he will not be returning for heavy equipment service from Carolina Tractor.  He felt that the billed hours he was charged were exorbitant for the service that was completed.  He does not feel that he needs to be contacted at this time.
3466664,"Ken stated that they ended up spending more money than planned.  He did add, however, that this needed to be fixed, but it was just more than they expected."
2298107,Answered only NPS question.
3104225,"I spoke tih the customer, Larry and he would like a call back to advise who his new Sales Rep is. He has made several attempts to find and out to no avail. Please reach out to this customer. I think a phone call would be greatly appreciated to help change his perception and remain a loyal customer. Thank you."
3354817,
6258646,9/28 Don gave a seven on overall satisfaction due to the number of trips it took for the technician to get this done. He described it as   disorganized . HE stated the labor rates were excessive and it was very unlikely that he would recommend or use them again due to that reason . He rated both of those a one.
3912774,
2245884,
1978833,
1834407,"Customer states that she is still waiting to hear back from someone regarding the invoice, the oil reports that she has not received to date and the issue of the jobs requested not being completed as requested. States that the technician took the oil sample and then sat in his truck for 4 hours playing solitaire, the system was asked to be flushed and was only drained and it took over a week to get pricing and status reports on this service. The customer also states that they have had another company do the oil reports for them. The customer would like a call back to resolve these issues."
6655750,"Mike stated that he is now weaning his company off using Cashman and will only use them in an emergency, because of poorly qualified technicians, inability to provide timely service, poor communication, poor service, and incorrect invoices. Mike stated he has already discussed all these issues via several meetings with Tad Shields, Rick Wait, and Terry Adrian, and he does not need to be contacted  to discuss them further now."
6105141,Kyle stated he has made contact and planned a meeting with someone at Cashman Equipment. HE gave a five on his likelihood he would recommend. He was unhappy with the amount of time it took to complete this service and the poor response time of technicians to show up and complete the work. He does not need to be called.
4284560,"Mr. English states that he would like to see Cashman Equipment improve in the areas of communication and pricing.   He states that he continually had to follow up with the service department to get this service scheduled.  In addition, he states that he feels Cashman's pricing is excessive.  When asked if all of the issues that he had with this service had been resolved, Mr. English stated that they had and that he did not feel that he needed to speak with anyone further."
4503387,"2.13 When speaking with Larry he stated that he has been using Papie Equipment Company and they provide him with much better service than Cashman. They offer better rates, wil come out and make service calls and the Sales Rep calls to see how things are going. He hasn't been very pleased with the service out of Cashman's Reno office. It would be a good idea to follow up with this customer. Thank you."
1834426,
6386174,
2790922,"Mr. Rader said this was a shop service (rebuilt the transmission), not a field service repair."
3009379,"He stated the technician was about an hour late, the service took longer than he expected and the cost was higher than he thought as well.  Eric would like Casham to follow up with him about this invoice.  He stated he left a message but has not heard back.  He feels the final invoice was too high for a $70 part."
3541717,"Candace advised she currently has a 525 carrier bearing repair that was started this past Thursday, a log loader that has been in the shop for weeks, a D7g with an unknown repair status and several air conditioners that have not been repaired.  Candace also advised she has two CAT machines in her yard that will need service.  Candace would like someone to contact her as soon as possible regarding the status of the repairs."
3146711,7/22 I spoke with Scott hwo advised that Todd had to step out. He was familiar with this service and was gracious enough to complete the survey.
3009367,Mr. Brickford stated that he would rather not discuss his reasonings for the score on the scale.
5442539,Pat stated that Dane Olen is a very good technician.  He stated that he always does a great job when servicing his machinery.
3009307,
2140474,
2245886,
3146718,
2441043,"Laurel had many issues with this repair regarding the communication, billing, timeliness and quality of repair.  Laurel advised there are ongoing issues with other repairs out of the Reno location and she has a scheduled meeting with Cashman Equipment Company tomorrow to resolve these issues.  No follow up needed at this time."
5685410,bad ph connection today
5174102,Customer states that the main issues with this service were the repairs not being done in a timely manner and the invoice being much higher than it should have been for this service. Customer also advised that this was a field service and not a shop service.
3354806,Mr. Dunn would have given a higher rating if communication would have been better from all parties involved during this recent repair.  Mr. Dunn stated that he is often given information only on a need to know basis.   Mr. Dunn is the end user of the equipment and therefore feels that there should be better communication.
2545073,Mike advised the equipment has been returned to the shop as there was a severe overheating problem issue with it following the original overhaul.  No follow up needed at this time.
4284465,Jason had issues with this repair and stated that he did not have time to go into the details.   He did state he would not use Cashman for repairs on his skid steers.
2441020,
4284430,"Jeff stated, better communication is needed from the provider for improved service, thank you."
6610789,"Paul stated, poor service experience,  repair was not done in a timely manner, invoice more than quoted and repair not completed right the first time, thank you."
5727855,Helen advised the dealer did not lube the excavator while in the shop and that they had to take care of it themselves following the repair.
5166041,"5/24 - Answered NPS Only - Mr. Fitzwater was not interested in being interviewed and stated he receives lousy field service.  Mr. Fitzwater stated he can’t predict when/if the tech will arrive, he has to call several times to get the status of the arrival and he has waited as long as a week for a tech to show up."
3237597,"8/5/11 Chad did not wish to complete the entire survey but did answer questions # 1, 12 & 13.  Chad stated that the owner of their company is currently speaking with Cleveland Brothers regarding the issues they have been having.  Chad said, ""I will let him take care of the big stuff but I can say that the technicians are great.  We deal a lot with Herbie and he is amazing.""  Chad stated that the service has been a little better the past two weeks and they will see where it goes from here."
4840798,"Due to time constraint, Mr. Burns only answered the NP and related questions."
3001280,"He did not wish to complete the survey in its entirety, but he was willing to rate a few questions including the NP with elaboration. He said on this repair the work took much longer than he anticipated and the workmanship was poor. He said the cap mounts were left off in the end and he was told that was because they couldn't find them. He said he will take care of that himself and there is no need for additional follow up. He said he feels he pays a premium price at Cleveland Brothers for sub par results. He said the workmanship and lack of professionalism leave him less than satisfied. He said he will not return unless he has to and he would not recommend Cleveland Brothers."
